PERMIT_NUMBER,NAICS_CODE,NAICS_DESC,SIC_CODE,SIC_DESC
WI0042528,,,2435,Hardwood Veneer And Plywood
WI0042650,,,2013,Sausages And Other Prepared Meats
WI0042757,,,4911,Electric Services
WI0042765,,,4911,Electric Services
WI0043583,,,4911,Electric Services
WI0043699,,,3321,Gray And Ductile Iron Foundries
WI0043974,,,2892,Explosives
WI0044334,,,0921,Fish Hatcheries And Preserves
WI0044393,,,5171,Petroleum Bulk Stations & Terminals
WI0044521,,,2026,Fluid Milk
WI0044628,,,2011,Meat Packing Plants
WI0044831,,,4013,Switching And Terminal Services
WI0045080,,,2033,Canned Fruits And Vegetables
WI0045756,,,0921,Fish Hatcheries And Preserves
WI0045942,,,0921,Fish Hatcheries And Preserves
WI0046248,,,5261,Retail Nurseries And Garden Stores
WI0046400,,,2022,"Cheese, Natural And Processed"
WI0046477,,,4581,"Airports, Flying Fields, & Services"
WI0046574,,,2011,Meat Packing Plants
WI0046868,321113,Sawmills,2421,"Sawmills And Planing Mills, General"
WI0046957,,,2022,"Cheese, Natural And Processed"
WI0047147,,,2086,Bottled And Canned Soft Drinks
WI0047180,,,0921,Fish Hatcheries And Preserves
WI0047546,,,2023,"Dry, Condensed, Evaporated Products"
WI0047929,,,2435,Hardwood Veneer And Plywood
WI0048721,,,7991,Physical Fitness Facilities
WI0048747,,,4581,"Airports, Flying Fields, & Services"
WI0049034,,,0241,Dairy Farms
WI0049042,,,0213,Hogs
WI0049069,,,4931,Electric And Other Services Combined
WI0049131,,,4911,Electric Services
WI0049191,,,0921,Fish Hatcheries And Preserves
WI0049204,,,2086,Bottled And Canned Soft Drinks
WI0049239,,,3052,Rubber & Plastics Hose & Belting
WI0049379,,,0723,Crop Preparation Services For Market
WI0049492,,,0241,Dairy Farms
WI0049514,,,4953,Refuse Systems
WI0049689,,,4952,Sewerage Systems
WI0049727,221320,Sewage Treatment Facilities,4952,Sewerage Systems
WI0049760,,,4952,Sewerage Systems
WI0049794,,,4952,Sewerage Systems
WI0049816,,,4952,Sewerage Systems
WI0049824,,,4952,Sewerage Systems
WI0049832,,,4952,Sewerage Systems
WI0049841,,,4952,Sewerage Systems
WI0049859,,,4952,Sewerage Systems
WI0050016,,,2022,"Cheese, Natural And Processed"
WI0050237,,,2022,"Cheese, Natural And Processed"
WI0050245,,,2022,"Cheese, Natural And Processed"
WI0050385,,,2022,"Cheese, Natural And Processed"
WI0050407,,,2035,"Pickles, Sauces, And Salad Dressings"
WI0050547,,,2022,"Cheese, Natural And Processed"
WI0050644,,,2022,"Cheese, Natural And Processed"
WI0050679,,,2037,Frozen Fruits And Vegetables
WI0050687,,,2033,Canned Fruits And Vegetables
WI0050725,,,2022,"Cheese, Natural And Processed"
WI0050784,,,2011,Meat Packing Plants
WI0050822,,,2033,Canned Fruits And Vegetables
WI0050971,,,2022,"Cheese, Natural And Processed"
WI0051128,,,2022,"Cheese, Natural And Processed"
WI0051152,,,2022,"Cheese, Natural And Processed"
WI0051250,,,2022,"Cheese, Natural And Processed"
WI0051535,,,2022,"Cheese, Natural And Processed"
WI0051764,,,2022,"Cheese, Natural And Processed"
WI0052043,,,2022,"Cheese, Natural And Processed"
WI0052060,,,2033,Canned Fruits And Vegetables
WI0052086,,,2022,"Cheese, Natural And Processed"
WI0052159,,,3931,Musical Instruments
WI0052931,,,2011,Meat Packing Plants
WI0053015,,,2022,"Cheese, Natural And Processed"
WI0053244,,,2022,"Cheese, Natural And Processed"
WI0053376,,,0251,"Broiler, Fryer, And Roaster Chickens"
WI0053449,,,3273,Ready-Mixed Concrete
WI0053597,,,2022,"Cheese, Natural And Processed"
WI0053694,,,2022,"Cheese, Natural And Processed"
WI0053970,,,2435,Hardwood Veneer And Plywood
WI0054127,,,2022,"Cheese, Natural And Processed"
WI0054241,,,2022,"Cheese, Natural And Processed"
WI0054364,,,2022,"Cheese, Natural And Processed"
WI0054411,,,2022,"Cheese, Natural And Processed"
WI0054470,,,2022,"Cheese, Natural And Processed"
WI0054500,,,3479,Metal Coating And Allied Services
WI0054518,,,2037,Frozen Fruits And Vegetables
WI0055174,,,2022,"Cheese, Natural And Processed"
WI0055301,,,2047,Dog And Cat Food
WI0055328,,,3086,Plastics Foam Products
WI0055751,,,2022,"Cheese, Natural And Processed"
WI0055808,,,2022,"Cheese, Natural And Processed"
WI0055816,,,3561,Pumps And Pumping Equipment
WI0056120,,,2022,"Cheese, Natural And Processed"
WI0056260,,,0213,Hogs
WI0056294,,,0211,Beef Cattle Feedlots
WI0056308,,,0252,Chicken Eggs
WI0056529,,,0213,Hogs
WI0056537,,,0251,"Broiler, Fryer, And Roaster Chickens"
WI0056677,,,0259,Poultry And Eggs
WI0056731,,,0241,Dairy Farms
WI0056791,,,0241,Dairy Farms
WI0056812,,,0241,Dairy Farms
WI0056839,,,0241,Dairy Farms
WI0056847,,,0241,Dairy Farms
WI0056880,,,5031,"Lumber, Plywood, And Millwork"
WI0057436,,,2011,Meat Packing Plants
WI0057479,,,0241,Dairy Farms
WI0057541,,,2022,"Cheese, Natural And Processed"
WI0057550,,,0251,"Broiler, Fryer, And Roaster Chickens"
WI0057592,,,2099,Food Preparations
WI0057738,,,2033,Canned Fruits And Vegetables
WI0058220,,,0273,Animal Aquaculture
WI0058271,,,0921,Fish Hatcheries And Preserves
WI0058386,,,0241,Dairy Farms
WI0058408,,,0241,Dairy Farms
WI0058424,221320,Sewage Treatment Facilities,4952,Sewerage Systems
WI0058432,221320,Sewage Treatment Facilities,4952,Sewerage Systems
WI0058564,,,1422,Crushed And Broken Limestone
WI0058572,,,0241,Dairy Farms
WI0058602,,,0241,Dairy Farms
WI0058718,,,4953,Refuse Systems
WI0058751,,,0241,Dairy Farms
WI0058815,,,0241,Dairy Farms
WI0058866,,,0211,Beef Cattle Feedlots
WI0058882,,,4953,Refuse Systems
WI0058947,,,0241,Dairy Farms
WI0058955,,,0213,Hogs
WI0058971,,,0241,Dairy Farms
WI0058998,,,0241,Dairy Farms
WI0059021,,,0241,Dairy Farms
WI0059048,,,0213,Hogs
WI0059056,,,0241,Dairy Farms
